loan_status,gender,income,home_ownership,loan_amount,loan_interest_rate,previous_loan
Declined,female,24930,MORTGAGE,3625,11.01,Yes
Approved,male,45716,RENT,20000,16.69,No
Approved,male,46683,RENT,20000,11.11,No
Approved,female,54870,RENT,20000,7.9,No
Approved,male,55291,RENT,20000,10.25,No
Approved,female,54919,RENT,20000,11.01,No
Declined,female,25141,OWN,1200,7.49,No
Approved,male,54899,RENT,20000,13.92,No
Approved,male,47903,RENT,20000,14.74,No
Approved,male,56744,RENT,20000,10.62,No
Approved,male,58440,RENT,20000,10.65,No
Approved,female,51628,RENT,20000,12.99,No
Approved,male,58859,RENT,20000,11.36,No
Declined,female,24521,OWN,7500,5.79,Yes
Approved,female,60235,RENT,20000,6.54,No
Declined,female,25654,MORTGAGE,4000,5.79,No
Approved,female,61114,RENT,20000,7.49,No
Approved,female,60990,RENT,20000,13.43,No
Approved,female,61072,RENT,20000,13.22,No
Declined,male,25229,OWN,5000,14.72,Yes
Approved,female,53980,RENT,20000,15.68,No
Approved,male,61918,RENT,20000,11.01,No
Approved,female,62299,RENT,20000,11.48,No
Approved,male,62192,RENT,20000,10.38,No
Approved,male,62045,RENT,20000,12.53,No
Approved,male,62350,RENT,20000,13.47,No
Approved,female,62508,RENT,20000,12.21,No
Approved,male,63607,RENT,20000,10.99,No
Approved,male,63921,RENT,20000,11.36,No
Approved,male,56273,RENT,20000,16,No
Declined,male,24569,MORTGAGE,1500,7.74,Yes
Approved,male,63481,RENT,20000,15.65,No
Approved,male,56451,RENT,20000,11.78,No
Approved,female,63897,RENT,20000,11.01,No
Approved,female,57193,RENT,20000,16.77,No
Approved,male,65874,RENT,20000,9.91,No
Approved,female,58705,RENT,20000,15.65,No
Approved,male,58236,RENT,20000,14.96,No
Approved,male,65738,RENT,20000,11.83,No
Approved,male,59765,RENT,20000,11.66,No
Approved,male,67019,RENT,20000,12.18,No
Approved,female,67265,RENT,20000,6.91,No
Approved,male,66906,RENT,20000,6.91,No
Approved,female,59603,RENT,20000,19.79,No
Approved,male,67174,RENT,20000,9.88,No
Declined,female,24993,MORTGAGE,16600,9.76,Yes
Approved,male,66844,RENT,20000,12.53,No
Approved,female,67482,RENT,20000,11.01,No
Declined,male,24853,MORTGAGE,7125,6.99,Yes
Approved,male,69387,RENT,20000,16.89,No
Approved,female,62379,RENT,20000,17.49,No
Declined,male,24853,MORTGAGE,2500,16.82,Yes
Declined,male,24751,MORTGAGE,3600,11.01,Yes
Approved,female,70529,RENT,20000,13.11,No
Approved,female,71255,RENT,20000,7.66,No
Approved,male,71761,RENT,20000,6.17,No
Approved,male,64550,RENT,20000,16.35,No
Approved,female,72969,RENT,20000,7.9,No
Approved,female,66060,RENT,20000,16.49,No
Declined,male,25666,OWN,3550,11.01,Yes
Declined,male,25229,MORTGAGE,7000,8,Yes
Approved,female,72762,RENT,20000,10.99,No
Declined,male,25451,OWN,7750,6.91,No
Approved,female,65742,RENT,20000,8.88,No
Approved,male,73352,RENT,20000,11.01,No
Approved,male,65733,RENT,20000,14.84,No
Approved,male,65802,RENT,20000,11.12,No
Approved,male,72562,RENT,20000,7.88,No
Approved,female,73028,RENT,20000,11.01,No
Declined,male,25537,MORTGAGE,6000,15.99,No
Declined,male,25526,MORTGAGE,5500,10.99,Yes
Approved,male,73266,RENT,20000,11.01,No
Approved,male,65555,RENT,20000,15.65,No
Approved,female,65678,RENT,20000,17.04,No
Approved,female,73286,RENT,20000,12.21,No
Declined,male,25416,OWN,1275,15.23,Yes
Approved,female,65967,RENT,20000,14.11,No
Approved,female,73202,RENT,20000,11.14,No
Declined,male,25710,OWN,2400,11.49,No
Approved,female,73058,RENT,20000,13.87,No
Approved,male,72650,RENT,20000,10.08,No
Approved,male,66301,RENT,20000,16.7,No
Approved,male,66951,RENT,20000,18.64,No
Approved,female,73899,RENT,20000,12.18,No
Declined,male,25644,OWN,3800,11.01,No
Approved,female,75578,RENT,20000,6.54,No
Approved,male,68349,RENT,20000,14.61,No
Approved,female,68120,RENT,20000,17.39,No
Approved,male,75484,RENT,20000,11.12,No
Approved,female,75802,RENT,20000,11.48,No
Approved,female,76733,RENT,20000,12.42,No
Approved,male,70484,RENT,20000,10.25,No
Approved,female,78886,RENT,20000,10.65,No
Declined,female,25992,OWN,5000,16.29,No
Approved,female,79348,RENT,20000,10.37,No
Approved,male,78597,RENT,20000,11.49,No
Declined,male,26216,OWN,10000,10.59,Yes
Declined,male,26133,OWN,5375,13.49,Yes
Approved,female,71856,RENT,20000,11.01,No
Approved,male,72259,RENT,20000,12.29,No
Approved,female,25869,MORTGAGE,3500,17.27,No
Approved,male,79098,RENT,20000,11.99,No
Approved,female,71754,RENT,20000,14.84,No
Approved,male,71688,RENT,20000,10.83,No
Approved,female,79539,RENT,20000,13.22,No
Declined,female,81282,RENT,20000,12.18,No
Declined,male,81580,RENT,20000,11.11,Yes
Declined,female,81639,RENT,20000,13.48,No
Declined,male,82432,RENT,20000,10.75,No
Declined,male,82737,RENT,20000,12.53,Yes
Approved,male,75890,RENT,20000,14.84,No
Declined,male,84428,RENT,20000,17.74,Yes
Declined,male,85061,RENT,20000,9.99,Yes
Declined,male,84791,RENT,20000,6.91,Yes
Approved,female,77982,RENT,20000,11.01,No
Declined,male,86325,RENT,20000,14.09,Yes
Declined,male,26244,MORTGAGE,3000,11.49,Yes
Declined,female,86183,RENT,20000,14.09,No
Approved,female,67625,RENT,20000,15.2,No
Declined,male,87261,RENT,20000,11.83,Yes
Declined,female,25826,OTHER,6000,12.21,No
Approved,male,80180,RENT,20000,14.11,No
Approved,male,80179,RENT,20000,14.42,No
Declined,male,87458,RENT,20000,14.74,Yes
Declined,female,89922,RENT,20000,12.69,Yes
Approved,female,26137,MORTGAGE,1625,16.89,No
Declined,male,91179,RENT,20000,11.01,Yes
Approved,male,26112,MORTGAGE,4500,11.01,No
Declined,male,26559,MORTGAGE,8500,9.63,Yes
Declined,female,91001,RENT,20000,8.88,No
Declined,female,90978,RENT,20000,6.91,Yes
Declined,female,90805,RENT,20000,11.01,No
Declined,female,91130,RENT,20000,10.38,Yes
Approved,male,83759,RENT,20000,10.99,No
Declined,male,91033,RENT,20000,11.01,Yes
Declined,female,26887,MORTGAGE,7575,11.01,Yes
Declined,female,26792,OWN,5200,12.42,No
Approved,male,83573,RENT,20000,14.82,No
Declined,female,91541,RENT,20000,16.32,No
Approved,female,72279,RENT,20000,16,No
Declined,male,92304,RENT,20000,10.37,Yes
Approved,male,85207,RENT,20000,13.16,No
Approved,female,85232,RENT,20000,14.88,No
Declined,female,93127,RENT,20000,13.98,Yes
Approved,male,86320,RENT,20000,13.36,No
Declined,female,26946,OWN,7125,6.99,No
Declined,female,26711,MORTGAGE,4025,5.42,Yes
Declined,male,26769,MORTGAGE,8000,5.42,Yes
Declined,female,94812,RENT,20000,13.85,No
Declined,female,27119,MORTGAGE,4000,12.99,Yes
Declined,male,27046,OWN,4200,9.99,Yes
Declined,female,26902,MORTGAGE,1400,11.01,Yes
Declined,male,94723,RENT,20000,11.01,Yes
Approved,female,74473,RENT,20000,11.14,No
Declined,male,27072,MORTGAGE,3800,5.99,No
Approved,female,87447,RENT,20000,11.01,No
Declined,female,94310,RENT,20000,11.58,No
Declined,male,95354,RENT,20000,13.85,Yes
Declined,male,96236,RENT,20000,16.89,No
Declined,male,96969,RENT,20000,7.9,No
Declined,female,27201,OWN,6000,12.68,Yes
Approved,male,76808,RENT,20000,14.91,No
Declined,male,97157,RENT,20000,13.06,Yes
Declined,male,96773,RENT,20000,8.88,Yes
Declined,male,26954,MORTGAGE,2000,6.17,Yes
Declined,female,96673,RENT,20000,13.98,Yes
Declined,male,26872,OWN,8500,6.54,No
Approved,male,76420,RENT,20000,13.85,No
Declined,female,27097,MORTGAGE,1000,10.36,Yes
Approved,male,89914,RENT,20000,15.95,No
Declined,male,96778,RENT,20000,14.26,No
Declined,female,97783,RENT,20000,11.71,Yes
Declined,female,98255,RENT,20000,13.49,Yes
Approved,male,26747,MORTGAGE,2000,14.84,No
Declined,female,99459,RENT,20000,11.01,No
Approved,female,92036,RENT,20000,15.05,No
Approved,male,93070,RENT,20000,13.79,No
Declined,female,101201,RENT,20000,13.48,No
Declined,female,26764,OWN,3000,6.76,No
Declined,male,102232,RENT,20000,11.11,Yes
Declined,female,101849,RENT,20000,13.92,Yes
Declined,female,26678,OWN,4400,12.53,Yes
Declined,male,27041,MORTGAGE,10000,11.14,Yes
Approved,female,95807,RENT,20000,14.11,No
Declined,female,103275,RENT,20000,7.49,Yes
Declined,male,103166,RENT,20000,10.25,Yes
Approved,male,88672,RENT,20000,12.53,No
Declined,female,27289,MORTGAGE,1500,11.86,Yes
Declined,male,27174,OWN,9000,7.88,Yes
Declined,female,102975,RENT,20000,11.01,No
Declined,male,27558,MORTGAGE,4000,11.01,Yes
Declined,female,105649,RENT,20000,13.85,Yes
Declined,male,27887,OWN,6000,13.23,Yes
Declined,female,109017,RENT,20000,11.01,Yes
Approved,male,94566,RENT,20000,18.25,No
Declined,female,109178,RENT,20000,6.54,No
Declined,male,108836,RENT,20000,11.49,Yes
Declined,male,109089,RENT,20000,11.49,Yes
Declined,female,27472,MORTGAGE,7000,11.71,No
Declined,male,109061,RENT,20000,13.57,Yes
Declined,male,110319,RENT,20000,14.35,Yes
Declined,male,27309,MORTGAGE,3825,10.65,Yes
Declined,female,111365,RENT,20000,15.65,No
Declined,male,27358,MORTGAGE,6500,11.01,Yes
Approved,female,27570,MORTGAGE,5875,6.62,No
Declined,male,111834,RENT,20000,9.25,Yes
Declined,male,27122,MORTGAGE,2400,11.71,Yes
Declined,male,27730,MORTGAGE,8000,5.42,Yes
Declined,female,113057,RENT,20000,9.45,Yes
Approved,male,27666,MORTGAGE,1550,7.49,No
Declined,male,114267,RENT,20000,11.01,Yes
Approved,male,100420,RENT,20000,11.01,No
Declined,male,115130,RENT,20000,10.99,No
Declined,female,114976,RENT,20000,11.01,No
Declined,male,27648,OWN,7350,7.66,Yes
Declined,female,116295,RENT,20000,13.04,Yes
Declined,male,27385,MORTGAGE,7200,7.14,No
Approved,female,103798,RENT,20000,15.65,No
Declined,female,118565,RENT,20000,11.83,Yes
Declined,female,27463,OWN,3000,16,Yes
Declined,male,120368,RENT,20000,15.28,Yes
Declined,female,27493,OWN,4000,15.05,No
Declined,male,27178,OWN,8500,15.05,No
Declined,female,120691,RENT,20000,14.22,No
Approved,female,106741,RENT,20000,16.35,No
Declined,male,27124,OWN,7500,10.96,Yes
Declined,female,121016,RENT,20000,13.06,No
Declined,male,120866,RENT,20000,13.06,Yes
Declined,female,27635,OWN,7500,11.01,No
Declined,female,27475,MORTGAGE,6700,11.01,Yes
Approved,male,90648,RENT,20000,14.96,No
Approved,male,90887,RENT,20000,17.04,No
Declined,male,121236,RENT,20000,12.21,Yes
Declined,male,27780,MORTGAGE,6400,7.88,Yes
Declined,male,27364,OWN,5400,5.42,No
Declined,male,125803,RENT,20000,10.74,Yes
Approved,female,112700,RENT,20000,13.22,No
Approved,female,114961,RENT,20000,14.59,No
Declined,male,130715,RENT,20000,11.01,No
Approved,male,117215,RENT,20000,11.01,No
Declined,male,132975,RENT,20000,12.42,No
Declined,male,132669,RENT,20000,14.17,Yes
Declined,female,132809,RENT,20000,13.72,Yes
Declined,male,133069,RENT,20000,10.38,Yes
Declined,male,133031,RENT,20000,11.01,No
Declined,female,28529,MORTGAGE,2000,7.51,Yes
Approved,female,28518,MORTGAGE,7125,11.71,No
Approved,male,28149,MORTGAGE,3000,8.9,No
Approved,female,103168,RENT,20000,17.39,No
Declined,female,28372,MORTGAGE,4800,5.79,No
Approved,male,28527,MORTGAGE,8300,12.61,No
Declined,male,145007,RENT,20000,10.37,Yes
Declined,male,27861,OWN,4750,11.36,Yes
Declined,female,146157,RENT,20000,8.9,No
Declined,female,150985,RENT,20000,11.11,No
Declined,male,28613,MORTGAGE,3000,8.94,Yes
Declined,male,157396,RENT,20000,15.27,No
Declined,female,156668,RENT,20000,13.11,Yes
Declined,male,28773,MORTGAGE,6000,16,Yes
Declined,female,160903,RENT,20000,12.36,Yes
Declined,male,28257,MORTGAGE,10625,7.51,Yes
Declined,female,28410,MORTGAGE,7000,8.9,Yes
Declined,male,168862,RENT,20000,6.54,Yes
Approved,female,166817,RENT,20000,15.99,No
Approved,male,28492,MORTGAGE,3600,17.27,No
Approved,male,178602,RENT,20000,17.99,No
Declined,male,193248,RENT,20000,7.49,Yes
Declined,male,27969,MORTGAGE,4800,10,Yes
Declined,female,193076,RENT,20000,9.99,Yes
Declined,female,202337,RENT,20000,11.36,No
Declined,female,208059,RENT,20000,11.83,No
Declined,female,28786,MORTGAGE,3000,13.35,Yes
Declined,male,210999,RENT,20000,14.72,Yes
Declined,male,28595,MORTGAGE,4400,6.76,No
Approved,female,70930,RENT,19900,11.83,No
Declined,female,140072,RENT,19800,11.48,Yes
Declined,male,24756,RENT,500,11.41,No
Approved,male,28644,MORTGAGE,10000,11.01,No
Declined,female,23899,RENT,700,12.29,Yes
Declined,female,28752,MORTGAGE,7000,14.96,Yes
Declined,male,23980,RENT,750,12.29,Yes
Approved,male,13059,RENT,1000,10.37,No
Approved,female,13021,RENT,1000,14.74,No
Approved,female,13197,RENT,1000,13.43,No
Declined,male,29111,MORTGAGE,2400,9.63,No
Declined,male,28319,OTHER,2400,12.21,Yes
Approved,female,13817,RENT,1000,10.25,No
Declined,male,14763,RENT,1000,12.99,Yes
Declined,female,15248,RENT,1000,13.98,Yes
Declined,female,15553,RENT,1000,14.65,Yes
Declined,male,15255,RENT,1000,10.65,No
Declined,male,14997,RENT,1000,13.98,Yes
Approved,male,15102,RENT,1000,13.57,No
Approved,female,16077,RENT,1000,14.96,No
Approved,male,17683,RENT,1000,10,No
Approved,male,18221,RENT,1000,16.29,No
Declined,female,28684,OWN,2000,11.11,No
Declined,female,28348,OWN,5000,11.01,Yes
Approved,male,18290,RENT,1000,16.69,No
Declined,male,28367,OWN,15000,8.94,Yes
Approved,male,18923,RENT,1000,14.3,No
Approved,male,20259,RENT,1000,15.65,No
Declined,male,21414,RENT,1000,11.49,Yes
Declined,female,20953,RENT,1000,13.48,Yes
Declined,male,24085,RENT,1000,12.53,Yes
Approved,female,48233,RENT,19000,10.62,No
Approved,male,48844,RENT,19000,12.18,No
Approved,female,57272,RENT,19000,11.99,No
Approved,male,61342,RENT,19000,10.99,No
Approved,male,63600,RENT,19000,11.01,No
Declined,male,29212,MORTGAGE,7000,10.38,Yes
Approved,male,57891,RENT,19000,16.7,No
Approved,male,65799,RENT,19000,11.01,No
Approved,male,66071,RENT,19000,11.01,No
Approved,female,66303,RENT,19000,11.14,No
Approved,male,75656,RENT,19000,7.49,No
Declined,female,84974,RENT,19000,8.88,Yes
Declined,female,87479,RENT,19000,10.99,Yes
Declined,female,88452,RENT,19000,10.62,No
Declined,male,94830,RENT,19000,8.9,Yes
Approved,female,29498,MORTGAGE,6000,14.59,No
Declined,male,29756,OWN,2500,9.91,Yes
Declined,male,116006,RENT,19000,13.22,No
Declined,male,126727,RENT,19000,12.29,Yes
Declined,female,210705,RENT,19000,11.48,No
Approved,male,61142,RENT,18950,11.01,No
Approved,female,67267,RENT,18800,6.99,No
Declined,female,84840,RENT,18750,10.38,Yes
Approved,male,44761,RENT,18725,6.54,No
Approved,male,52878,RENT,18550,11.83,No
Declined,male,29659,OWN,7100,12.42,No
Approved,male,42042,RENT,18500,10.71,No
Approved,male,44065,RENT,18500,10.91,No
Approved,male,46436,RENT,18500,7.66,No
Approved,female,67957,RENT,18500,13.61,No
Declined,male,90359,RENT,18500,11.26,Yes
Declined,male,90794,RENT,18500,7.49,Yes
Approved,male,88481,RENT,18500,7.9,No
Declined,female,29833,OWN,8000,9.91,No
Declined,male,29833,MORTGAGE,3000,7.9,Yes
Approved,male,94624,RENT,18500,15.33,No
Declined,male,174957,RENT,18500,12.87,No
Declined,male,29781,MORTGAGE,5000,7.9,Yes
Approved,female,59476,RENT,18400,13.16,No
Approved,female,61014,RENT,18400,9.99,No
Declined,male,145076,RENT,18400,8.9,Yes
Approved,male,29823,MORTGAGE,5000,14.65,No
Declined,female,29628,MORTGAGE,6000,13.49,Yes
Approved,female,42149,RENT,18250,10.25,No
Approved,female,42910,RENT,18250,11.49,No
Approved,female,42253,RENT,18250,17.04,No
Approved,male,52308,RENT,18250,10.25,No
Declined,male,29875,MORTGAGE,1300,5.42,No
Approved,female,45672,RENT,18250,14.61,No
Approved,female,56134,RENT,18250,13.35,No
Declined,female,29750,MORTGAGE,5800,5.99,No
Approved,female,56040,RENT,18250,10.75,No
Approved,female,56207,RENT,18250,14.26,No
Approved,female,67109,RENT,18250,17.56,No
Approved,male,59820,RENT,18250,14.83,No
Approved,female,60829,RENT,18250,16.7,No
Approved,female,60902,RENT,18225,10.74,No
Approved,female,53842,RENT,18225,14.91,No
Approved,female,43839,RENT,18200,8.88,No
Approved,male,44695,RENT,18200,9.91,No
Approved,male,44500,RENT,18200,11.71,No
Approved,male,66842,RENT,18200,10.99,No
Approved,male,33227,RENT,18000,11.54,No
Declined,female,29733,OWN,8000,15.62,No
Approved,female,41153,RENT,18000,9.91,No
Approved,female,44105,RENT,18000,9.88,No
Approved,male,38061,RENT,18000,13.48,No
Approved,male,48706,RENT,18000,9.25,No
Approved,male,48986,RENT,18000,13.11,No
Declined,female,29645,MORTGAGE,5000,10.99,Yes
Approved,female,51103,RENT,18000,6.17,No
Declined,female,30073,MORTGAGE,8000,5.99,Yes
Declined,male,29678,OWN,2400,7.49,Yes
Approved,female,52304,RENT,18000,11.03,No
Approved,female,52468,RENT,18000,7.9,No
Approved,female,53665,RENT,18000,13.57,No
Approved,female,53603,RENT,18000,12.18,No
Approved,female,47902,RENT,18000,17.19,No
Approved,male,57121,RENT,18000,15.23,No
Approved,male,58364,RENT,18000,11.01,No
Approved,male,51764,RENT,18000,14.46,No
Declined,female,29776,OWN,4200,6.99,Yes
Approved,female,53028,RENT,18000,16.63,No
Approved,female,61117,RENT,18000,12.42,No
Approved,female,61070,RENT,18000,7.9,No
Approved,female,29966,MORTGAGE,5000,15.99,No
Declined,female,29640,OWN,4200,10.99,Yes
Approved,female,60841,RENT,18000,13.11,No
Approved,female,60669,RENT,18000,13.79,No
Declined,male,29540,OWN,2500,10.59,Yes
Approved,female,63084,RENT,18000,11.01,No
Declined,female,29906,OWN,6000,12.68,No
Approved,male,63657,RENT,18000,12.98,No
Approved,female,63459,RENT,18000,13.85,No
Approved,male,63913,RENT,18000,12.21,No
Approved,female,57005,RENT,18000,10.71,No
Approved,female,58556,RENT,18000,6.54,No
Declined,male,30483,OWN,8000,5.79,Yes
Approved,female,67108,RENT,18000,12.84,No
Approved,female,67409,RENT,18000,10.99,No
Approved,male,30059,MORTGAGE,1375,11.11,No
Approved,male,68258,RENT,18000,13.48,No
Approved,male,60821,RENT,18000,14.74,No
Approved,male,70432,RENT,18000,11.01,No
Approved,female,63842,RENT,18000,19.69,No
Approved,female,64459,RENT,18000,17.19,No
Declined,female,73175,RENT,18000,16.32,No
Declined,female,72947,RENT,18000,9.33,Yes
Declined,male,74953,RENT,18000,13.23,Yes
Approved,male,29960,MORTGAGE,5000,7.66,No
Declined,female,75259,RENT,18000,13.85,Yes
Declined,male,29749,MORTGAGE,5600,9.63,No
Declined,male,29914,OWN,10000,6.92,Yes
Declined,male,76368,RENT,18000,9.63,Yes
Declined,male,76732,RENT,18000,10.99,Yes
Declined,female,76941,RENT,18000,13.57,No
Declined,female,79049,RENT,18000,11.01,Yes
Declined,female,79231,RENT,18000,13.99,Yes
Approved,male,71798,RENT,18000,14.96,No
Declined,female,79211,RENT,18000,11.01,No
Approved,female,71618,RENT,18000,16,No
Approved,male,73027,RENT,18000,16.29,No
Declined,female,80198,RENT,18000,10.25,Yes
Declined,female,82727,RENT,18000,10.65,No
Declined,male,85246,RENT,18000,9.88,Yes
Approved,female,66195,RENT,18000,16,No
Declined,female,85830,RENT,18000,16.45,Yes
Approved,male,78750,RENT,18000,15.33,No
Declined,male,87291,RENT,18000,11.83,Yes
Approved,female,80615,RENT,18000,14.54,No
Declined,male,87404,RENT,18000,7.88,Yes
Declined,male,29643,OWN,3000,13.98,No
Declined,male,89331,RENT,18000,11.01,Yes
Declined,female,30184,MORTGAGE,1200,15.21,No
Declined,female,90938,RENT,18000,12.73,Yes
Approved,male,29110,MORTGAGE,3500,15.58,No
Declined,female,91967,RENT,18000,9.88,Yes
Declined,male,29879,OWN,7000,11.86,No
Declined,female,94747,RENT,18000,13.49,No
Declined,female,97282,RENT,18000,7.9,No
Declined,male,97195,RENT,18000,8.49,No
Declined,female,97065,RENT,18000,10.99,Yes
Declined,male,97068,RENT,18000,13.85,Yes
Declined,male,98110,RENT,18000,13.98,Yes
Approved,male,29589,MORTGAGE,2800,16.07,No
Declined,female,99196,RENT,18000,11.01,Yes
Approved,female,93092,RENT,18000,10.65,No
Declined,female,29935,MORTGAGE,8500,15.7,Yes
Declined,male,29897,MORTGAGE,2100,13.11,No
Declined,male,100074,RENT,18000,15.27,No
Declined,female,29511,MORTGAGE,6000,10.99,No
Declined,male,101710,RENT,18000,9.88,Yes
Declined,female,29732,MORTGAGE,2500,7.14,No
Declined,female,102979,RENT,18000,11.71,Yes
Declined,female,104467,RENT,18000,8.49,Yes
Declined,female,105627,RENT,18000,11.89,No
